,Company,Product Type,Production Year,Greenhouse Gas Emissions,Pollutants Emitted,Water Consumption,Energy Consumption,Waste Generation,Sales Revenue
6260,Urban Outfitters,Recycled Poly,2022,3165,18,7477,858,319,566435
6261,Urban Outfitters,Cotton,2020,3747,18,6391,871,330,522352
6262,Adidas,Tencel,2022,5792,17,6522,1031,239,579647
6263,Zara,Polyester,2022,2953,16,7850,945,242,515221
6264,Forever 21,Tencel,2020,5531,13,7654,1227,316,477950
6265,Nike,Microfiber,2019,2598,22,4334,1378,303,427010
6266,Nike,Organic Cotton,2022,5799,20,4851,718,328,586787
6267,Adidas,Viscose,2021,2506,17,6947,1299,303,595438
6268,Zara,Wool,2022,4238,11,5755,1179,294,505916
6269,Adidas,Wool,2018,3332,23,6440,1499,280,581254
6270,Zara,Synthetic Blend,2020,3956,11,7316,772,293,581474
6271,Zara,Linen,2019,4090,19,7207,1228,227,560518
6272,Urban Outfitters,Synthetic Blend,2022,3909,10,7447,745,297,465694
6273,Urban Outfitters,Recycled Poly,2022,5059,20,7010,1253,155,549302
6274,Adidas,Polyester,2018,1984,20,5871,721,170,569381
6275,Urban Outfitters,Synthetic Blend,2019,4436,23,5316,1402,187,592384
6276,Forever 21,Recycled Poly,2020,4616,20,7576,1351,257,551129
6277,Zara,Tencel,2020,5276,9,4005,806,236,591261
6278,Forever 21,Nylon,2019,3529,21,7511,856,219,469081
6279,Nike,Viscose,2020,5760,10,4019,838,238,450432
6280,Forever 21,Polyester,2021,5473,13,5262,1411,218,531403
6281,Zara,Viscose,2020,5675,24,7676,863,223,559633
6282,Urban Outfitters,Linen,2020,5552,21,4994,755,325,559310
6283,Adidas,Organic Cotton,2021,2881,9,7869,1332,174,596769
6284,Zara,Polyester,2021,3846,17,6625,1171,228,584509
6285,Zara,Tencel,2018,3963,13,4186,1394,189,461127
6286,Adidas,Polyester,2020,5705,20,5870,955,204,533435
6287,Forever 21,Wool,2019,5906,24,5548,1052,265,514350
6288,Nike,Organic Cotton,2019,4518,25,5694,1270,232,520708
6289,Forever 21,Organic Cotton,2018,5291,21,5095,1212,272,557663
6290,Adidas,Wool,2021,4338,25,5937,814,207,431786
6291,Zara,Polyester,2019,4613,20,5069,1114,314,489473
6292,Nike,Cotton,2019,4140,23,6546,1221,239,455712
6293,Forever 21,Synthetic Blend,2022,4144,18,5864,706,223,451002
6294,Nike,Organic Cotton,2018,4494,21,4868,1483,200,546453
6295,Zara,Microfiber,2022,4543,12,7492,767,283,447380
6296,Forever 21,Microfiber,2018,3420,23,7504,1072,317,581701
6297,Nike,Organic Cotton,2022,4088,14,4729,1288,284,447051
6298,Adidas,Cotton,2019,4165,11,6523,1383,307,540655
6299,Urban Outfitters,Nylon,2018,1847,12,6923,1410,246,535733
6300,Urban Outfitters,Synthetic Blend,2019,4904,10,7398,970,289,583504
6301,Zara,Viscose,2022,4518,13,5796,801,216,478550
6302,Urban Outfitters,Viscose,2020,5652,17,6475,910,312,500154
6303,Urban Outfitters,Microfiber,2022,3538,25,5711,783,250,585636
6304,Zara,Tencel,2021,5563,21,5257,1444,230,557233
6305,Zara,Tencel,2020,3348,11,7233,1333,256,586324
6306,Nike,Recycled Poly,2018,5462,10,6622,728,232,470781
6307,Zara,Recycled Poly,2021,1962,20,5304,1413,275,498431
6308,Zara,Recycled Poly,2022,4273,19,6544,1076,287,535821
6309,Urban Outfitters,Viscose,2020,4866,12,6623,874,256,555227
6310,Zara,Cotton,2018,5863,25,4990,1161,203,448624
6311,Forever 21,Cotton,2020,4315,12,4700,1454,210,488592
6312,Nike,Viscose,2019,3453,14,7321,1078,327,555353
6313,Zara,Recycled Poly,2020,4646,19,7427,1211,169,446640
6314,Urban Outfitters,Recycled Poly,2021,4011,15,5363,805,350,494185
6315,Forever 21,Recycled Poly,2022,5172,15,4548,1207,329,434341
6316,Adidas,Cotton,2018,5606,17,6596,734,183,557537
6317,Zara,Polyester,2021,1823,24,5588,937,225,491773
6318,Adidas,Cotton,2020,5200,9,4743,1365,341,518398
6319,Adidas,Cotton,2020,5061,17,4302,1427,253,587331
6320,Adidas,Viscose,2022,5857,10,7324,875,234,459517
6321,Zara,Organic Cotton,2018,4003,16,7879,1059,174,544478
6322,Adidas,Wool,2019,4923,25,5498,744,217,592781
6323,Nike,Tencel,2020,3188,21,4210,1348,342,457148
6324,Adidas,Organic Cotton,2020,5655,13,7593,872,215,429314
6325,Nike,Organic Cotton,2019,2172,21,7665,778,179,479162
6326,Forever 21,Polyester,2018,3981,20,6687,1243,304,455443
6327,Urban Outfitters,Organic Cotton,2019,3408,17,4210,1218,275,429374
6328,Nike,Microfiber,2022,3647,16,5369,1074,241,525341
6329,Adidas,Tencel,2020,2318,25,7154,857,292,488323
6330,Adidas,Viscose,2022,5394,18,6170,1098,298,566943
6331,Zara,Polyester,2020,4745,24,6914,913,201,557527
6332,Zara,Linen,2022,2830,21,6579,1097,150,571520
6333,Nike,Polyester,2020,3863,23,7622,1079,156,446893
6334,Urban Outfitters,Organic Cotton,2018,4529,22,6782,1101,238,504735
6335,Forever 21,Viscose,2022,2118,21,5323,1247,251,574861
6336,Urban Outfitters,Recycled Poly,2019,3454,14,5185,886,160,486075
6337,Adidas,Polyester,2018,5071,16,6827,765,296,447535
6338,Zara,Microfiber,2022,5644,12,7026,952,247,483485
6339,Nike,Viscose,2018,2544,18,6943,850,162,460366
6340,Forever 21,Microfiber,2018,2894,13,4885,861,291,527782
6341,Zara,Synthetic Blend,2018,2878,18,7808,1037,226,455747
6342,Adidas,Synthetic Blend,2022,3079,14,5176,945,155,458971
6343,Adidas,Recycled Poly,2018,1923,9,4395,895,183,537333
6344,Forever 21,Viscose,2019,3119,17,6712,941,235,436088
6345,Forever 21,Linen,2022,2585,16,5374,935,344,462414
6346,Forever 21,Organic Cotton,2021,2754,24,5682,888,300,493577
6347,Forever 21,Synthetic Blend,2021,5799,21,5170,757,346,560864
6348,Forever 21,Linen,2021,4772,15,5539,770,220,420911
6349,Forever 21,Cotton,2018,5608,10,6447,755,250,484483
6350,Adidas,Microfiber,2018,2855,24,7884,892,181,507650
6351,Urban Outfitters,Linen,2019,5252,11,6006,1463,349,471853
6352,Urban Outfitters,Recycled Poly,2022,2992,18,5315,1312,321,562923
6353,Forever 21,Linen,2021,5526,15,6227,1443,339,467790
6354,Nike,Cotton,2022,3079,11,5144,1142,192,575715
6355,Adidas,Recycled Poly,2019,3115,25,7498,928,200,556850
6356,Zara,Cotton,2022,4465,14,6956,867,205,508565
6357,Forever 21,Polyester,2021,2984,24,6791,728,347,572280
6358,Nike,Polyester,2018,4076,18,4304,875,229,508707
6359,Adidas,Recycled Poly,2022,3068,17,7321,1078,249,536070
6360,Zara,Tencel,2022,3606,16,7707,1414,314,511344
6361,Zara,Synthetic Blend,2021,3080,15,4805,1358,267,492963
6362,Zara,Organic Cotton,2019,4601,16,4848,1432,283,537120
6363,Forever 21,Wool,2022,4791,11,6995,1324,155,509219
6364,Adidas,Polyester,2022,3995,19,6299,1193,242,569522
6365,Nike,Polyester,2022,3316,20,7312,1188,183,478981
6366,Adidas,Wool,2019,1914,9,5974,704,293,530459
6367,Zara,Tencel,2021,4286,25,7382,1005,250,598591
6368,Urban Outfitters,Synthetic Blend,2021,4667,14,7043,1334,175,490484
6369,Forever 21,Cotton,2020,4919,20,4169,1269,313,519874
6370,Forever 21,Recycled Poly,2019,5552,9,7056,876,235,454127
6371,Nike,Wool,2020,2646,12,7055,1383,165,516457
6372,Nike,Microfiber,2019,4284,11,4585,1132,318,526995
6373,Urban Outfitters,Microfiber,2022,2014,17,7889,750,339,502070
6374,Forever 21,Microfiber,2020,5763,10,5017,905,258,489897
6375,Adidas,Synthetic Blend,2020,3426,13,4096,1140,231,490950
6376,Adidas,Recycled Poly,2021,2350,18,4903,1005,165,594522
6377,Adidas,Linen,2018,4628,13,7643,1428,218,469824
6378,Zara,Polyester,2022,2332,19,6768,1121,286,484869
6379,Zara,Viscose,2020,3772,11,7061,890,191,515276
6380,Adidas,Microfiber,2020,5439,18,5794,1262,268,436184
6381,Urban Outfitters,Linen,2021,4179,18,4668,1218,255,584431
6382,Adidas,Polyester,2021,2045,23,6147,781,338,430431
6383,Zara,Polyester,2018,2907,18,7437,996,284,422429
6384,Nike,Microfiber,2022,4235,13,4429,815,339,553501
6385,Urban Outfitters,Synthetic Blend,2022,1961,9,5144,962,299,438239
6386,Zara,Wool,2018,5398,14,6861,896,326,438713
6387,Nike,Viscose,2019,2052,18,6328,1315,203,424266
6388,Urban Outfitters,Synthetic Blend,2018,3970,11,4532,775,165,540172
6389,Zara,Wool,2020,3495,11,4119,1056,244,422446
6390,Adidas,Nylon,2020,5533,19,4159,1096,256,424042
6391,Urban Outfitters,Linen,2020,2748,17,4475,971,283,479754
6392,Nike,Nylon,2020,5102,9,6321,1059,180,489687
6393,Adidas,Linen,2021,2223,13,4266,1050,349,480380
6394,Forever 21,Microfiber,2018,2657,19,4500,820,170,533882
6395,Adidas,Linen,2018,3897,15,7077,1078,307,470543
6396,Nike,Nylon,2018,5018,12,6650,1131,233,422730
6397,Nike,Linen,2019,4401,20,4882,824,328,429445
6398,Urban Outfitters,Cotton,2021,2409,14,4596,707,262,458019
6399,Nike,Polyester,2022,4308,19,7332,1441,341,466346
6400,Nike,Polyester,2022,5379,10,7029,1324,259,596751
6401,Forever 21,Recycled Poly,2020,3686,16,5669,739,175,596200
6402,Zara,Viscose,2022,3746,11,7412,1304,175,490487
6403,Zara,Polyester,2022,5937,12,4674,1436,309,538402
6404,Zara,Viscose,2019,3313,25,6133,1158,228,440152
6405,Nike,Viscose,2020,3028,20,5084,1351,199,498080
6406,Nike,Polyester,2019,5119,22,5067,1360,194,545620
6407,Adidas,Tencel,2021,5025,22,7662,985,290,436397
6408,Zara,Polyester,2020,2374,14,6316,1355,336,455565
6409,Urban Outfitters,Recycled Poly,2020,3348,9,7014,1136,276,543403
6410,Urban Outfitters,Viscose,2022,3713,21,5865,1169,279,437471
6411,Zara,Linen,2018,5983,13,5029,755,278,579823
6412,Adidas,Wool,2020,2481,16,4782,1460,345,445450
6413,Nike,Linen,2022,3261,10,6301,884,321,485260
6414,Urban Outfitters,Microfiber,2018,4973,14,4066,784,264,459591
6415,Forever 21,Organic Cotton,2018,2950,21,6639,1110,164,598776
6416,Forever 21,Microfiber,2022,5267,12,4358,720,291,491006
6417,Zara,Wool,2019,2020,14,6696,1370,321,545183
6418,Urban Outfitters,Linen,2019,5175,9,7172,1241,256,479906
6419,Adidas,Cotton,2022,4638,10,5602,1100,329,526011
6420,Urban Outfitters,Microfiber,2018,4588,20,4081,1238,315,426949
6421,Zara,Organic Cotton,2018,2236,15,4176,1126,310,583026
6422,Adidas,Organic Cotton,2018,5937,10,5439,1079,260,497330
6423,Nike,Nylon,2022,4158,11,7457,829,216,475360
6424,Urban Outfitters,Nylon,2021,2194,20,4052,1415,196,576297
6425,Forever 21,Viscose,2018,5406,21,4377,1295,180,585241
6426,Forever 21,Nylon,2020,3524,22,6020,1234,217,579885
6427,Zara,Cotton,2019,2567,23,5812,985,294,444530
6428,Zara,Linen,2021,5395,19,5521,723,327,595081
6429,Zara,Synthetic Blend,2019,5844,19,6628,903,338,447581
6430,Nike,Linen,2020,2883,14,6542,1029,163,561133
6431,Adidas,Tencel,2021,2093,15,7878,1297,165,475812
6432,Urban Outfitters,Linen,2020,5317,23,7482,1068,251,543727
6433,Nike,Cotton,2020,2414,19,5017,964,319,549447
6434,Nike,Cotton,2022,2919,24,4004,1230,176,464769
6435,Zara,Linen,2022,2166,9,4849,1204,288,443330
6436,Zara,Nylon,2018,3840,13,7285,705,278,459905
6437,Adidas,Synthetic Blend,2018,5117,9,6446,1401,307,426445
6438,Forever 21,Linen,2020,5806,25,6190,1062,179,525001
6439,Urban Outfitters,Nylon,2022,1951,24,7604,1105,216,501901
6440,Nike,Viscose,2018,4099,16,7211,1304,223,596001
6441,Urban Outfitters,Nylon,2021,2957,13,6824,872,269,536368
6442,Adidas,Microfiber,2018,1952,19,5100,1499,315,429857
6443,Adidas,Microfiber,2018,3275,25,6661,1009,255,513244
6444,Nike,Viscose,2019,2545,25,6407,1024,248,561801
6445,Forever 21,Microfiber,2020,3579,15,6738,1299,265,491939
6446,Nike,Cotton,2022,2319,10,4721,938,288,497079
6447,Forever 21,Linen,2021,2490,18,5243,961,207,478875
6448,Urban Outfitters,Cotton,2021,2103,10,6097,1037,262,508984
6449,Adidas,Linen,2022,4306,23,5607,1471,205,447443
6450,Forever 21,Cotton,2020,3272,9,4053,862,223,575618
6451,Adidas,Wool,2021,4600,14,7469,907,225,524725
6452,Zara,Organic Cotton,2018,3107,12,7094,1136,275,525707
6453,Zara,Tencel,2022,5149,10,4363,720,246,531987
6454,Nike,Tencel,2022,5451,25,6775,863,330,501378
6455,Adidas,Organic Cotton,2021,4753,13,7094,1290,205,565959
6456,Nike,Synthetic Blend,2018,4262,18,6564,1044,154,480964
6457,Forever 21,Tencel,2021,3386,25,7619,903,341,486521
6458,Urban Outfitters,Microfiber,2022,1985,25,4490,963,225,579163
6459,Forever 21,Microfiber,2018,2925,21,7250,1038,207,468053
6460,Forever 21,Cotton,2018,4622,15,4090,1190,154,542236
6461,Forever 21,Nylon,2022,2147,18,6889,1239,328,550073
6462,Forever 21,Microfiber,2018,2420,20,4254,1227,331,587058
6463,Adidas,Cotton,2020,4411,11,4734,1320,285,459050
6464,Forever 21,Wool,2020,4643,17,7086,789,280,474718
6465,Adidas,Linen,2022,2685,18,6664,1203,342,500626
6466,Adidas,Organic Cotton,2018,5550,18,4910,1238,184,432012
6467,Adidas,Viscose,2020,2287,10,5815,1220,259,537240
6468,Urban Outfitters,Organic Cotton,2020,1804,10,7183,1028,198,503541
6469,Urban Outfitters,Wool,2021,2288,16,5607,1163,203,476957
6470,Urban Outfitters,Nylon,2020,3280,17,5932,987,171,513398
6471,Zara,Microfiber,2019,3027,19,5788,1125,331,436879
6472,Nike,Tencel,2019,3966,16,5706,1008,289,509659
6473,Zara,Linen,2022,3126,23,6790,1070,340,549880
6474,Urban Outfitters,Cotton,2018,4968,11,5066,1100,157,440978
6475,Urban Outfitters,Wool,2020,2504,21,5255,726,335,435779
6476,Zara,Viscose,2019,4482,22,6771,1223,201,597434
6477,Nike,Viscose,2021,2835,23,6131,955,310,565977
6478,Urban Outfitters,Linen,2021,4932,19,5067,700,184,478828
6479,Nike,Linen,2018,4119,20,4468,897,265,491446
6480,Zara,Recycled Poly,2022,3138,22,7352,1064,315,533125
6481,Nike,Recycled Poly,2022,3624,21,5960,1070,249,466857
6482,Urban Outfitters,Organic Cotton,2020,4593,17,4056,939,349,499941
6483,Forever 21,Wool,2022,3821,23,5479,1335,241,506307
6484,Adidas,Microfiber,2020,3188,14,6809,750,298,488682
6485,Urban Outfitters,Polyester,2020,3905,17,6027,1107,241,552206
6486,Adidas,Viscose,2018,2357,23,5577,1491,326,579037
6487,Adidas,Linen,2018,4032,16,6094,1253,234,458468
6488,Forever 21,Linen,2018,4693,25,4955,977,316,590027
6489,Nike,Cotton,2018,2876,23,7680,1434,211,563947
6490,Nike,Synthetic Blend,2020,3247,17,4248,859,307,488035
6491,Forever 21,Polyester,2020,5275,25,6151,1094,329,584583
6492,Forever 21,Tencel,2022,2183,23,5640,904,215,592273
6493,Adidas,Linen,2019,4317,23,7298,1176,176,449211
6494,Nike,Linen,2022,5536,15,5967,1500,287,442302
6495,Nike,Microfiber,2018,5106,14,4266,1458,275,475476
6496,Urban Outfitters,Linen,2018,3721,25,6959,1207,200,436529
6497,Nike,Polyester,2019,2417,12,5629,1135,256,451532
6498,Urban Outfitters,Recycled Poly,2020,5053,25,6961,1291,314,533136
6499,Urban Outfitters,Microfiber,2019,2422,25,4567,884,229,541750
6500,Forever 21,Wool,2019,2831,17,6023,1114,316,564715
6501,Urban Outfitters,Linen,2018,5534,12,5607,1153,173,587212
6502,Nike,Tencel,2022,4743,23,6497,844,235,539564
6503,Forever 21,Organic Cotton,2019,3375,19,4619,1311,278,434460
6504,Zara,Viscose,2019,4194,11,4912,1495,263,482698
6505,Nike,Organic Cotton,2020,2853,18,5959,1474,174,437166
6506,Nike,Organic Cotton,2022,3321,14,7885,767,292,449694
6507,Forever 21,Organic Cotton,2018,5442,11,7203,1318,150,538213
6508,Zara,Microfiber,2021,5667,22,7994,1383,305,471752
6509,Zara,Cotton,2018,5004,18,5280,949,291,471496
6510,Adidas,Microfiber,2020,3121,20,5320,708,207,514566
6511,Adidas,Cotton,2019,2525,10,4410,864,236,498619
6512,Urban Outfitters,Linen,2020,2365,18,6372,1302,321,578676
6513,Nike,Viscose,2021,5660,10,4952,797,329,545852
6514,Zara,Organic Cotton,2021,2831,20,6260,900,197,430777
6515,Zara,Synthetic Blend,2019,4501,18,5519,1097,199,523822
6516,Urban Outfitters,Viscose,2022,3687,22,6050,1143,210,529931
6517,Nike,Wool,2020,4334,25,7589,819,157,593459
6518,Urban Outfitters,Cotton,2019,5179,23,7118,897,294,456599
6519,Zara,Microfiber,2018,4050,13,7553,1294,225,458488
6520,Forever 21,Viscose,2019,2425,11,6515,879,218,537151
6521,Nike,Cotton,2020,2210,22,6466,1379,273,561949
6522,Adidas,Polyester,2022,3496,25,5966,837,180,444746
6523,Adidas,Polyester,2019,5991,13,6962,1306,307,552456
6524,Adidas,Viscose,2022,2135,12,5511,702,349,594711
6525,Nike,Viscose,2020,4241,24,5744,780,261,566488
6526,Zara,Wool,2021,2082,16,4156,1017,336,428075
6527,Zara,Organic Cotton,2020,5240,25,4069,781,329,472577
6528,Zara,Synthetic Blend,2019,3768,22,4003,1066,276,488679
6529,Adidas,Recycled Poly,2018,2682,12,7727,1052,218,570553
6530,Nike,Viscose,2022,2865,11,7107,1399,271,576037
6531,Zara,Viscose,2021,2186,11,4962,1088,224,437239
6532,Urban Outfitters,Wool,2021,4396,13,4074,1077,296,499332
6533,Forever 21,Wool,2019,5059,9,7690,1283,156,439536
6534,Urban Outfitters,Tencel,2018,2679,11,5393,1377,205,529144
6535,Zara,Viscose,2021,4191,15,6492,1006,243,585587
6536,Adidas,Wool,2020,5837,15,4516,760,150,572932
6537,Urban Outfitters,Polyester,2018,4844,15,5371,906,311,427595
6538,Nike,Cotton,2019,4617,22,7051,876,228,597513
6539,Forever 21,Tencel,2022,1942,18,6440,1207,161,489397
6540,Urban Outfitters,Synthetic Blend,2022,4507,19,5459,799,324,526043
6541,Forever 21,Cotton,2019,4116,10,7454,1040,345,587411
6542,Urban Outfitters,Wool,2020,2617,11,7734,1355,294,473700
6543,Nike,Cotton,2022,2604,9,4960,1225,314,571823
6544,Zara,Microfiber,2021,5876,23,6814,727,309,597761
6545,Nike,Recycled Poly,2018,5956,19,6770,1216,246,559104
6546,Zara,Synthetic Blend,2019,3933,13,6416,714,158,554945
6547,Forever 21,Viscose,2019,4475,19,5982,1226,201,579577
6548,Forever 21,Polyester,2019,5717,9,4877,1163,270,474041
6549,Zara,Recycled Poly,2018,4816,22,6321,1357,326,500180
6550,Forever 21,Organic Cotton,2019,2304,23,5032,1232,267,564498
6551,Zara,Cotton,2020,1983,20,6831,1369,180,491775
6552,Zara,Organic Cotton,2018,2388,12,4994,1427,331,521263
6553,Zara,Linen,2018,1819,10,7966,982,281,513798
6554,Nike,Wool,2018,2907,15,6725,956,279,447140
6555,Zara,Viscose,2020,4465,14,5303,1034,213,569994
6556,Urban Outfitters,Recycled Poly,2020,4758,22,4320,978,218,446510
6557,Adidas,Wool,2022,5449,10,4256,759,306,470005
6558,Adidas,Nylon,2020,2993,17,4441,1208,260,448728
6559,Zara,Nylon,2020,3718,14,5026,1468,330,429904
6560,Forever 21,Microfiber,2020,2910,22,7331,778,183,452361
6561,Urban Outfitters,Microfiber,2022,4245,25,4360,1419,313,435819
6562,Zara,Nylon,2018,3149,15,4898,1412,155,452129
6563,Urban Outfitters,Linen,2022,4925,19,5510,1340,249,590534
6564,Urban Outfitters,Cotton,2019,3613,15,5590,1217,228,446067
6565,Nike,Cotton,2020,4106,21,7649,873,194,552463
6566,Zara,Linen,2020,2256,19,4818,1224,322,569789
6567,Zara,Organic Cotton,2022,4808,9,6518,1481,336,490864
6568,Adidas,Tencel,2018,5371,16,5627,856,234,536814
6569,Urban Outfitters,Recycled Poly,2018,2015,25,6008,889,269,495153
6570,Zara,Polyester,2020,2451,20,7035,1171,296,553414
6571,Zara,Organic Cotton,2020,4553,11,6260,1019,301,513661
6572,Nike,Recycled Poly,2022,5274,17,5010,1341,231,456847
6573,Adidas,Nylon,2021,3424,13,6259,1012,186,489334
6574,Forever 21,Linen,2019,2289,14,4092,858,308,439941
6575,Urban Outfitters,Recycled Poly,2021,4375,12,6677,1363,212,488864
6576,Adidas,Polyester,2020,4549,24,6112,1471,178,484022
6577,Zara,Synthetic Blend,2020,4910,13,6955,1081,208,435874
6578,Adidas,Polyester,2019,4098,11,4899,716,153,450295
6579,Zara,Cotton,2018,4107,22,5238,1014,197,441928
6580,Nike,Cotton,2021,5716,25,6776,1393,157,517336
6581,Nike,Wool,2022,2931,13,7651,1189,271,426170
6582,Adidas,Microfiber,2018,4304,23,5636,1337,316,544002
6583,Forever 21,Viscose,2022,5485,14,5439,1112,321,575097
6584,Urban Outfitters,Wool,2020,2437,11,4867,1056,153,537396
6585,Urban Outfitters,Synthetic Blend,2022,4915,23,4687,1417,264,525612
6586,Adidas,Cotton,2022,5165,25,4107,741,263,449670
6587,Zara,Viscose,2020,5888,19,4195,1373,349,513370
6588,Adidas,Recycled Poly,2018,2579,11,4589,1195,152,493912
6589,Adidas,Recycled Poly,2020,3630,16,6658,1434,185,475110
6590,Forever 21,Nylon,2020,3702,15,4457,1116,169,533083
6591,Urban Outfitters,Viscose,2021,4318,18,7732,1123,299,547549
6592,Zara,Linen,2018,2717,25,7305,1434,298,506639
6593,Zara,Nylon,2018,4831,24,6232,1164,182,482882
6594,Forever 21,Polyester,2019,5852,12,5318,1362,244,555208
6595,Urban Outfitters,Polyester,2019,5095,18,4533,915,253,466595
6596,Nike,Organic Cotton,2022,4139,21,7034,1294,202,536910
6597,Zara,Synthetic Blend,2021,5870,20,7540,726,282,595651
6598,Zara,Organic Cotton,2021,2336,11,7641,1209,285,487677
6599,Nike,Synthetic Blend,2018,2295,13,7003,1199,216,553420
6600,Forever 21,Synthetic Blend,2019,4062,18,7838,936,263,579234
6601,Adidas,Microfiber,2021,5304,10,5173,1016,287,524134
6602,Urban Outfitters,Nylon,2018,2422,22,4277,1238,193,548392
6603,Urban Outfitters,Wool,2019,4223,23,5899,995,300,529476
6604,Urban Outfitters,Tencel,2020,4871,13,5895,940,327,483531
6605,Zara,Wool,2022,2656,19,5701,1207,233,494684
6606,Zara,Cotton,2020,4071,20,5407,1377,262,576545
6607,Urban Outfitters,Wool,2018,5570,10,5950,1152,314,434488
6608,Nike,Wool,2020,4563,15,4109,720,168,547122
6609,Adidas,Nylon,2020,2654,13,5928,876,239,574075
6610,Adidas,Nylon,2019,4727,21,5834,1407,182,487720
6611,Zara,Organic Cotton,2020,4601,14,5337,807,277,542983
6612,Nike,Wool,2022,4709,22,5313,859,316,525789
6613,Nike,Recycled Poly,2020,3569,23,5260,858,279,455454
6614,Adidas,Polyester,2019,2841,10,5127,774,150,529678
6615,Nike,Viscose,2021,2143,23,4663,1085,237,460995
6616,Zara,Wool,2018,4082,25,5889,1129,162,583291
6617,Urban Outfitters,Linen,2019,5397,14,5531,734,164,570359
6618,Adidas,Recycled Poly,2018,4605,21,6951,1337,199,467021
6619,Zara,Organic Cotton,2018,5260,20,4170,1106,295,521782
6620,Zara,Wool,2020,3876,17,6742,1059,182,476995
6621,Urban Outfitters,Synthetic Blend,2022,3965,11,4423,1460,156,428715
6622,Adidas,Polyester,2022,4874,24,5654,1464,158,497981
6623,Zara,Microfiber,2019,3806,14,4395,1071,180,542224
6624,Nike,Nylon,2022,4882,24,6417,883,297,526887
6625,Zara,Organic Cotton,2022,5325,20,4959,782,219,597928
6626,Adidas,Synthetic Blend,2019,3270,10,6028,747,223,476882
6627,Zara,Wool,2018,5530,23,4689,869,186,567156
